age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,hours-per-week,predicted_income
43,4,11,8,2,12,0,4,0,38,<=50K
7,4,9,12,4,10,1,4,1,7,<=50K
18,4,1,6,0,7,4,4,1,38,<=50K
38,5,15,9,2,12,0,4,0,38,<=50K
3,4,15,9,4,12,3,4,1,19,<=50K
40,4,9,12,2,4,0,4,0,48,>50K
0,4,0,5,4,8,3,4,0,19,<=50K
42,4,6,4,2,8,0,4,0,38,<=50K
35,4,15,9,2,10,0,4,0,38,<=50K
25,4,11,8,2,8,0,4,0,38,<=50K
7,4,11,8,4,7,2,2,1,28,<=50K
0,4,1,6,4,3,3,4,0,28,<=50K
8,4,15,9,4,5,3,4,0,19,<=50K
35,4,11,8,2,4,0,4,0,53,<=50K
13,4,15,9,4,8,3,2,1,38,<=50K
36,6,14,14,4,10,1,1,0,38,<=50K
21,4,0,5,0,7,1,4,1,38,<=50K
8,4,9,12,4,5,3,4,0,48,<=50K
16,4,12,13,2,4,5,4,1,48,>50K
5,4,4,2,4,6,1,4,0,38,<=50K
20,4,15,9,2,6,0,2,0,38,<=50K
26,2,12,13,2,10,0,4,0,38,>50K
19,4,6,4,0,6,1,4,0,54,<=50K
10,4,15,9,4,1,1,4,1,54,<=50K
0,4,1,6,4,12,3,4,0,19,<=50K
41,4,6,4,4,6,3,4,0,38,<=50K
20,6,15,9,4,3,1,4,0,38,<=50K
20,4,9,12,2,4,0,4,0,38,<=50K
28,7,11,8,0,14,1,4,0,46,<=50K
28,4,9,12,2,4,0,4,0,58,>50K
9,4,9,12,4,10,1,4,0,48,<=50K
32,4,11,8,0,1,4,4,1,36,<=50K
5,0,11,8,4,0,2,4,1,38,<=50K
64,0,9,12,6,0,1,4,0,4,<=50K
6,4,11,8,0,3,1,4,0,58,<=50K
23,7,9,12,2,10,0,4,0,58,>50K
12,4,11,8,4,3,3,4,0,43,<=50K
32,4,9,12,2,1,5,4,1,38,>50K
5,4,7,11,4,1,3,4,1,26,<=50K
29,4,8,10,2,3,0,4,0,40,<=50K
32,2,12,13,6,10,4,4,1,19,<=50K
18,4,11,8,0,14,1,4,0,58,<=50K
43,0,9,12,2,0,0,2,0,38,<=50K
4,4,15,9,4,13,1,4,1,48,<=50K
31,4,9,12,2,4,0,4,0,53,>50K
34,2,11,8,5,11,1,2,0,38,<=50K
33,2,9,12,4,10,3,4,1,38,<=50K
51,4,11,8,4,12,1,4,1,28,<=50K
31,5,11,8,2,3,0,4,0,58,<=50K
25,0,1,6,2,0,0,4,0,14,<=50K
20,2,7,11,2,4,0,4,0,38,<=50K
5,4,8,10,4,8,2,4,1,38,<=50K
18,4,15,9,6,1,4,4,1,28,<=50K
22,2,8,10,2,11,0,4,0,46,<=50K
34,4,11,8,0,8,2,2,0,30,<=50K
22,6,9,12,2,10,0,4,0,48,>50K
6,4,11,8,4,11,3,2,0,15,<=50K
10,4,11,8,2,12,0,4,0,48,<=50K
3,4,15,9,4,12,2,4,0,19,<=50K
46,4,11,8,2,12,0,4,0,33,<=50K
8,4,12,13,4,10,1,4,1,38,<=50K
7,4,9,12,4,4,3,4,1,14,<=50K
7,4,9,12,2,12,0,2,0,28,<=50K
11,4,11,8,5,12,4,2,1,38,<=50K
17,6,7,11,2,10,5,4,1,24,<=50K
10,4,11,8,4,8,3,4,1,30,<=50K
6,4,4,2,4,6,1,4,0,53,<=50K
25,4,11,8,2,6,0,4,0,38,<=50K
6,4,15,9,4,8,3,4,1,14,<=50K
17,7,12,13,4,10,4,2,1,23,<=50K
29,4,11,8,2,7,0,4,0,38,<=50K
4,4,8,10,4,4,3,4,0,38,<=50K
5,4,9,12,4,4,3,1,1,38,<=50K
44,7,10,15,2,10,0,4,0,38,>50K
21,4,15,9,0,1,4,4,1,38,<=50K
7,4,11,8,4,8,2,4,0,28,<=50K
3,4,15,9,2,12,2,4,1,28,<=50K
3,4,11,8,4,8,3,4,1,28,<=50K
9,4,15,9,4,12,1,4,0,43,<=50K
16,1,15,9,4,8,1,4,1,9,<=50K
5,4,8,10,4,1,1,4,1,38,<=50K
46,2,9,12,0,3,1,2,0,33,<=50K
10,1,11,8,5,4,4,2,1,38,<=50K
19,4,15,9,2,4,0,4,0,38,<=50K
13,7,12,13,2,10,5,4,1,48,>50K
32,5,15,9,2,4,0,4,0,48,<=50K
24,4,12,13,4,1,1,4,1,38,<=50K
19,4,11,8,2,3,0,4,0,58,<=50K
25,4,15,9,2,10,0,4,0,48,<=50K
42,1,12,13,4,4,1,4,0,38,<=50K
18,0,15,9,4,0,1,2,0,28,<=50K
46,4,11,8,2,1,0,1,0,38,<=50K
37,5,9,12,2,4,0,4,0,38,>50K
3,4,11,8,4,1,3,2,1,38,<=50K
22,4,4,2,2,8,0,4,0,38,<=50K
2,4,15,9,4,1,3,4,1,19,<=50K
5,4,11,8,4,6,3,4,0,15,<=50K
2,4,15,9,4,1,3,4,1,38,<=50K
24,4,11,8,4,3,1,4,0,48,<=50K
29,4,15,9,2,12,0,4,0,38,<=50K
24,4,12,13,2,10,0,4,0,48,>50K
69,0,5,3,5,0,1,4,1,14,<=50K
7,1,15,9,0,1,4,2,1,24,<=50K
33,1,0,5,5,3,1,4,0,54,<=50K
42,1,11,8,2,1,0,4,0,38,<=50K
14,4,11,8,2,8,0,4,0,38,<=50K
33,4,15,9,2,12,0,4,0,48,<=50K
24,4,11,8,0,1,4,4,1,38,<=50K
52,0,11,8,2,0,0,4,0,43,<=50K
13,4,11,8,4,3,1,4,0,38,<=50K
17,4,11,8,2,3,0,4,0,28,<=50K
21,7,15,9,0,11,4,0,1,38,<=50K
6,4,15,9,4,4,3,2,0,38,<=50K
33,1,9,12,0,10,4,2,1,38,<=50K
2,0,15,9,4,0,1,4,1,23,<=50K
43,4,9,12,2,4,0,4,0,43,>50K
25,4,11,8,5,8,4,4,1,24,<=50K
20,4,0,5,0,4,4,4,1,33,<=50K
1,7,11,8,4,8,3,4,0,24,<=50K
4,4,7,11,4,6,3,4,0,14,<=50K
10,4,7,11,4,12,1,4,0,50,<=50K
29,4,15,9,0,14,3,4,0,53,<=50K
20,4,8,10,2,3,0,4,0,38,<=50K
14,4,7,11,2,10,0,4,0,38,<=50K
27,4,4,2,2,7,0,4,0,38,<=50K
20,4,11,8,2,3,0,4,0,33,<=50K
45,6,9,12,0,10,1,4,1,38,>50K
7,6,15,9,2,14,0,4,0,58,<=50K
14,4,11,8,4,5,4,4,0,43,<=50K
2,4,11,8,4,7,3,4,1,32,<=50K
26,7,8,10,2,10,5,4,1,38,<=50K
6,4,9,12,4,1,1,4,1,58,<=50K
14,7,15,9,0,11,1,4,0,38,<=50K
21,4,11,8,5,8,3,4,0,33,<=50K
38,4,11,8,2,12,0,4,0,38,<=50K
27,1,8,10,0,13,1,4,0,38,<=50K
31,4,11,8,2,8,0,4,0,38,<=50K
21,4,8,10,2,3,0,4,0,38,<=50K
20,0,11,8,0,0,1,1,1,40,<=50K
7,4,1,6,2,6,0,3,0,38,<=50K
20,4,0,5,0,3,4,4,1,38,<=50K
39,4,11,8,0,3,4,4,1,38,<=50K
30,2,15,9,2,11,0,4,0,38,<=50K
29,4,8,10,2,1,0,4,0,38,<=50K
29,4,1,6,0,10,4,0,0,38,<=50K
39,4,7,11,0,1,4,4,1,38,<=50K
6,4,9,12,4,10,1,4,0,38,<=50K
16,4,8,10,2,3,0,2,0,38,<=50K
43,2,9,12,2,10,0,4,0,38,<=50K
1,4,0,5,4,8,3,4,1,19,<=50K
12,4,9,12,2,3,0,4,0,38,<=50K
4,4,15,9,4,12,3,4,1,24,<=50K
14,4,15,9,2,14,0,4,0,48,<=50K
29,4,12,13,2,10,0,4,0,33,>50K
20,4,11,8,2,14,0,1,0,38,<=50K
3,4,11,8,2,6,0,4,0,46,<=50K
5,4,15,9,4,1,3,2,0,28,<=50K
8,4,11,8,2,1,5,4,1,48,<=50K
28,6,9,12,2,5,0,4,0,69,>50K
9,2,9,12,4,10,1,4,0,53,<=50K
31,4,10,15,2,10,0,4,0,38,>50K
19,4,11,8,2,3,0,4,0,42,<=50K
13,4,11,8,4,7,1,4,1,38,<=50K
12,4,15,9,2,8,0,4,0,38,<=50K
14,4,9,12,4,13,1,4,0,38,<=50K
40,5,14,14,2,10,0,1,0,48,<=50K
12,0,4,2,2,0,5,4,1,38,<=50K
30,4,11,8,0,7,4,4,1,58,<=50K
31,4,11,8,2,3,0,4,0,38,<=50K
33,6,11,8,2,3,0,4,0,28,<=50K
14,2,12,13,4,4,1,4,0,43,<=50K
28,4,11,8,0,7,1,4,1,38,<=50K
16,1,11,8,2,3,0,4,0,38,<=50K
9,4,11,8,4,1,1,4,1,48,<=50K
50,4,0,5,2,14,0,4,0,15,<=50K
20,4,15,9,0,7,1,4,0,50,<=50K
6,4,9,12,4,8,1,4,0,33,<=50K
36,4,9,12,2,3,0,4,0,38,<=50K
12,4,11,8,2,8,3,1,0,24,<=50K
25,4,9,12,2,14,0,4,0,38,>50K
23,4,15,9,2,12,0,4,0,58,<=50K
22,4,11,8,4,8,3,4,1,36,<=50K
8,6,15,9,4,8,1,4,1,21,<=50K
34,4,1,6,0,14,3,4,0,38,<=50K
6,4,15,9,4,4,2,2,1,38,<=50K
34,4,3,1,2,3,0,4,0,38,<=50K
6,4,11,8,4,7,3,2,1,38,<=50K
23,4,11,8,2,14,0,4,0,28,<=50K
11,4,9,12,4,1,1,4,0,58,<=50K
28,4,15,9,2,14,0,4,0,46,<=50K
29,1,9,12,2,13,0,4,0,38,<=50K
22,4,14,14,2,10,0,4,0,53,>50K
28,1,9,12,4,11,1,2,1,38,<=50K
34,4,8,10,6,10,4,1,1,38,<=50K
20,4,11,8,2,4,0,4,0,38,<=50K
37,1,11,8,2,10,0,4,0,38,<=50K
30,6,9,12,2,4,0,4,0,28,<=50K
17,6,14,14,5,10,4,4,0,46,<=50K
38,2,12,13,2,4,0,4,0,53,>50K
12,4,11,8,4,8,2,4,1,38,<=50K
23,4,8,10,0,10,4,4,1,38,<=50K
4,0,15,9,4,0,4,4,1,33,<=50K
20,4,9,12,4,10,1,4,1,43,<=50K
32,2,15,9,2,6,0,4,0,38,<=50K
8,4,11,8,0,3,1,4,0,48,<=50K
18,4,11,8,2,1,5,4,1,40,<=50K
20,4,15,9,2,3,0,4,0,48,<=50K
0,2,1,6,4,10,3,4,1,19,<=50K
26,4,11,8,2,12,0,4,0,38,<=50K
24,4,15,9,2,3,0,2,0,38,<=50K
44,4,15,9,0,8,1,2,0,38,<=50K
2,0,0,5,4,0,4,4,1,33,<=50K
23,4,11,8,0,8,1,4,1,33,<=50K
1,0,0,5,4,0,3,2,0,28,<=50K
11,4,9,12,2,4,5,4,1,48,<=50K
42,6,9,12,2,12,0,4,0,53,>50K
20,5,9,12,0,12,1,4,1,58,>50K
17,4,5,3,2,14,0,4,0,38,<=50K
30,1,8,10,2,1,5,4,1,33,<=50K
40,2,11,8,0,11,1,4,1,38,<=50K
6,6,1,6,4,3,3,4,0,48,<=50K
2,0,15,9,4,0,3,4,0,14,<=50K
13,2,15,9,4,14,4,2,1,38,<=50K
45,4,10,15,0,10,4,4,0,48,<=50K
25,1,15,9,2,14,0,2,0,38,<=50K
38,6,11,8,5,5,4,4,1,53,<=50K
4,4,11,8,0,12,2,4,1,38,<=50K
28,4,9,12,2,10,0,4,0,38,>50K
33,5,14,14,2,10,0,4,0,67,>50K
34,4,11,8,2,11,0,4,0,38,<=50K
22,6,15,9,2,3,0,4,0,38,<=50K
28,4,15,9,2,14,0,4,0,38,<=50K
21,4,15,9,2,7,0,2,0,38,<=50K
18,0,6,4,2,0,5,4,1,33,<=50K
36,4,15,9,2,14,0,4,0,38,<=50K
10,4,7,11,2,13,5,4,1,36,<=50K
29,2,14,14,2,11,0,4,0,38,>50K
58,0,4,2,2,0,0,4,0,24,<=50K
22,4,15,9,5,10,4,4,1,38,<=50K
29,4,15,9,0,9,4,4,1,28,<=50K
28,2,11,8,2,14,5,4,1,38,<=50K
14,4,7,11,2,7,0,4,0,53,<=50K
14,4,11,8,2,7,0,4,0,43,<=50K
30,4,9,12,2,12,0,2,0,38,<=50K
30,2,12,13,0,10,4,4,1,43,<=50K
47,6,5,3,2,8,0,4,0,24,<=50K
25,4,9,12,0,12,4,4,0,43,<=50K
23,5,12,13,2,4,5,4,1,28,<=50K
28,4,0,5,0,12,1,4,1,38,<=50K
39,4,5,3,6,14,1,4,0,19,<=50K
4,2,2,7,4,8,3,2,0,19,<=50K
23,4,11,8,4,1,1,4,1,43,<=50K
27,4,9,12,2,1,0,4,0,43,<=50K
20,4,8,10,2,10,5,4,1,28,<=50K
38,5,11,8,2,4,0,4,0,43,<=50K
47,4,14,14,2,4,0,4,0,58,>50K
39,4,11,8,2,3,0,4,0,43,<=50K
39,4,15,9,2,12,0,4,0,48,<=50K
43,4,0,5,2,12,0,4,0,38,<=50K
23,6,11,8,2,5,0,4,0,72,<=50K
24,2,7,11,5,3,1,4,0,48,<=50K
17,6,11,8,2,10,0,4,0,49,<=50K
23,1,11,8,2,4,0,4,0,38,<=50K
4,4,11,8,4,8,1,4,1,28,<=50K
12,4,0,5,3,1,4,4,1,38,<=50K
34,4,12,13,2,4,0,4,0,48,>50K
27,4,9,12,2,4,0,4,0,38,<=50K
36,6,11,8,2,3,0,2,0,66,<=50K
13,4,11,8,4,3,3,4,0,33,<=50K
8,4,2,7,4,6,4,4,0,41,<=50K
22,4,9,12,4,1,1,4,1,38,<=50K
16,4,11,8,2,3,0,4,0,38,<=50K
26,4,11,8,5,14,4,4,1,42,<=50K
30,5,9,12,2,12,0,4,0,58,>50K
9,4,11,8,1,12,0,4,0,53,<=50K
14,6,9,12,0,4,4,4,0,58,<=50K
30,4,9,12,2,13,0,4,0,46,>50K
19,7,15,9,0,4,1,4,1,37,<=50K
8,2,9,12,4,13,4,1,1,38,<=50K
0,0,1,6,4,0,3,4,0,38,<=50K
32,4,9,12,2,4,0,4,0,48,>50K
2,4,5,3,2,3,0,4,0,79,<=50K
16,4,11,8,2,3,0,4,0,38,<=50K
12,4,1,6,4,8,4,2,1,38,<=50K
38,0,9,12,2,0,0,4,0,38,<=50K
15,4,15,9,2,12,0,4,0,48,<=50K
20,4,11,8,2,1,5,4,1,38,<=50K
11,4,12,13,2,10,0,4,0,36,<=50K
18,5,9,12,5,10,1,4,1,48,<=50K
55,4,15,9,2,10,0,4,0,19,<=50K
9,4,15,9,2,4,0,4,0,58,<=50K
33,4,7,11,2,4,5,2,1,38,<=50K
35,4,9,12,2,3,0,4,0,48,>50K
56,4,11,8,6,12,2,4,1,14,<=50K
41,7,9,12,2,10,5,4,1,19,<=50K
19,4,9,12,2,3,0,4,0,46,<=50K
21,4,1,6,0,6,1,4,1,58,<=50K
5,4,11,8,4,8,1,4,1,23,<=50K
17,0,2,7,5,0,4,2,1,51,<=50K
42,6,9,12,2,10,0,4,0,41,>50K
3,4,15,9,4,8,1,4,1,11,<=50K
0,4,1,6,4,6,3,4,0,11,<=50K
10,4,5,3,2,14,0,4,0,43,<=50K
8,4,11,8,4,1,3,4,1,38,<=50K
6,4,2,7,2,3,0,4,0,38,<=50K
24,2,12,13,0,10,4,4,1,53,>50K
40,0,9,12,2,0,0,4,0,71,>50K
3,4,15,9,4,3,3,4,0,38,<=50K
4,4,15,9,4,8,3,2,0,38,<=50K
6,4,11,8,4,12,3,2,0,38,<=50K
35,4,11,8,0,3,4,4,1,38,<=50K
11,4,9,12,4,12,4,4,0,48,<=50K
0,4,0,5,4,1,3,4,1,19,<=50K
27,0,15,9,0,0,4,4,1,9,<=50K
12,4,15,9,2,3,0,4,0,38,<=50K
25,7,9,12,2,10,0,4,0,38,>50K
15,4,15,9,4,1,1,4,1,58,<=50K
41,0,11,8,2,0,0,2,0,28,<=50K
27,4,11,8,2,5,0,4,0,71,<=50K
2,4,11,8,4,7,3,4,1,38,<=50K
34,4,9,12,2,3,0,4,0,38,<=50K
9,4,15,9,4,1,1,4,1,38,<=50K
16,4,15,9,2,7,0,2,0,38,<=50K
5,4,15,9,4,12,1,4,1,16,<=50K
18,0,8,10,2,0,5,4,1,38,<=50K
23,4,11,8,5,1,4,4,1,43,<=50K
31,4,7,11,2,14,0,4,0,43,<=50K
3,4,11,8,4,6,1,4,0,43,<=50K
28,2,8,10,2,11,0,4,0,58,<=50K
22,4,11,8,5,8,1,4,1,38,<=50K
3,4,15,9,4,1,3,4,1,24,<=50K
2,4,15,9,4,1,3,4,1,28,<=50K
7,4,9,12,4,4,3,4,1,38,<=50K
28,4,15,9,0,13,1,2,1,38,<=50K
15,0,15,9,0,0,1,4,0,38,<=50K
25,4,9,12,2,10,0,4,0,75,>50K
29,4,9,12,2,4,0,4,0,48,>50K
3,4,15,9,4,10,3,4,1,46,<=50K
26,6,15,9,2,12,0,4,0,48,<=50K
12,4,1,6,4,7,3,4,0,46,<=50K
20,4,12,13,4,4,1,2,1,38,<=50K
6,4,11,8,4,1,3,1,1,38,<=50K
60,0,4,2,2,0,0,4,0,19,<=50K
26,4,4,2,2,7,5,1,1,66,<=50K
10,2,11,8,0,11,3,4,0,38,<=50K
9,4,1,6,4,7,4,4,0,46,<=50K
11,4,8,10,2,12,0,4,0,38,<=50K
20,6,11,8,2,3,0,4,0,45,<=50K
8,4,9,12,4,1,1,4,0,38,<=50K
44,1,15,9,2,10,0,4,0,38,<=50K
3,4,11,8,4,8,3,4,1,19,<=50K
37,0,11,8,0,0,1,4,1,28,<=50K
42,7,11,8,4,1,3,4,0,38,<=50K
1,4,11,8,4,14,3,4,0,24,<=50K
32,6,10,15,2,10,0,4,0,58,>50K
16,4,11,8,5,12,1,4,1,33,<=50K
16,7,11,8,0,1,1,4,0,38,<=50K
21,4,11,8,2,12,0,4,0,48,<=50K
1,4,15,9,4,8,3,4,1,19,<=50K
20,4,11,8,4,3,4,4,0,38,<=50K
39,7,15,9,2,4,0,4,0,38,<=50K
3,4,11,8,4,11,3,4,0,38,<=50K
17,4,15,9,2,13,0,4,0,38,<=50K
19,4,11,8,2,13,0,4,0,43,<=50K
30,4,7,11,2,10,5,2,1,38,<=50K
18,4,9,12,4,12,1,4,0,48,<=50K
18,4,9,12,2,12,0,4,0,43,<=50K
6,4,9,12,4,4,3,4,1,43,<=50K
13,4,8,10,2,10,5,4,1,34,<=50K
7,4,15,9,4,1,4,4,1,38,<=50K
3,4,15,9,4,10,3,4,0,19,<=50K
36,4,11,8,2,3,0,4,0,38,<=50K
16,4,11,8,4,7,1,4,0,38,<=50K
22,4,15,9,0,13,1,4,1,38,<=50K
32,4,15,9,2,1,0,4,0,38,<=50K
38,4,5,3,2,1,0,4,0,67,<=50K
26,4,11,8,2,3,0,4,0,38,<=50K
38,4,11,8,2,4,0,4,0,38,<=50K
0,1,1,6,4,1,1,2,1,38,<=50K
18,4,15,9,0,7,1,0,0,38,<=50K
8,4,15,9,2,8,5,4,1,58,<=50K
44,0,9,12,0,0,4,4,1,38,<=50K
14,4,11,8,2,7,0,4,0,38,<=50K
57,7,5,3,6,6,1,4,1,19,<=50K
27,4,15,9,2,12,0,4,0,43,<=50K
15,6,9,12,2,10,5,4,1,7,<=50K
8,4,9,12,4,1,3,4,1,38,<=50K
34,4,10,15,2,10,0,1,0,79,<=50K
2,4,15,9,4,12,3,4,1,28,<=50K
34,2,11,8,2,11,0,4,0,38,<=50K
38,4,8,10,2,3,0,4,0,38,<=50K
28,4,11,8,2,6,0,4,0,46,<=50K
19,4,7,11,0,4,4,1,1,38,<=50K
8,4,11,8,4,12,3,2,0,38,<=50K
44,4,11,8,0,4,1,4,1,38,<=50K
7,7,15,9,4,8,1,4,1,38,<=50K
12,5,9,12,2,4,0,4,0,65,<=50K
32,1,11,8,6,4,1,4,1,19,<=50K
5,0,15,9,5,0,3,4,0,24,<=50K
6,4,15,9,4,8,3,4,1,35,<=50K
27,6,11,8,2,12,5,4,1,38,<=50K
9,4,11,8,4,8,1,4,1,33,<=50K
22,4,15,9,2,1,0,4,0,38,<=50K
12,7,12,13,2,10,5,4,1,43,>50K
7,4,9,12,4,4,1,4,0,38,<=50K
21,4,11,8,5,12,4,4,1,9,<=50K
20,4,11,8,0,7,1,4,0,38,<=50K
41,4,0,5,0,14,1,2,0,48,<=50K
41,4,1,6,2,12,0,4,0,38,<=50K
17,0,15,9,2,0,5,4,1,19,<=50K
19,0,11,8,2,0,0,2,0,38,<=50K
19,4,15,9,4,8,1,4,0,38,<=50K
49,0,15,9,0,0,2,4,1,33,<=50K
12,2,11,8,5,11,2,4,1,38,<=50K
44,4,14,14,2,10,0,4,0,19,<=50K
4,4,15,9,4,1,3,4,1,38,<=50K
17,4,9,12,2,10,0,4,0,48,<=50K
17,4,8,10,0,3,1,4,0,38,<=50K
31,4,8,10,0,8,3,4,1,38,<=50K
27,4,9,12,4,8,1,4,0,38,<=50K
35,1,15,9,2,1,0,4,0,38,<=50K
2,4,4,2,4,5,1,4,0,34,<=50K
36,4,10,15,0,4,1,4,1,53,>50K
38,2,15,9,3,1,4,2,1,33,<=50K
2,4,15,9,4,14,3,4,0,24,<=50K
44,4,15,9,2,10,0,4,0,40,<=50K
37,4,15,9,0,4,1,4,1,38,<=50K
10,2,9,12,4,10,1,4,1,38,<=50K
14,5,15,9,4,4,1,4,0,62,<=50K
3,4,15,9,4,13,3,4,0,14,<=50K
20,4,11,8,4,14,1,2,0,48,<=50K
23,2,9,12,2,10,0,4,0,38,<=50K
26,4,15,9,0,3,4,4,0,33,<=50K
44,1,15,9,2,4,0,4,0,38,<=50K
27,2,9,12,2,11,5,2,1,38,<=50K
14,4,4,2,4,7,1,4,0,43,<=50K
25,4,11,8,0,8,4,2,0,33,<=50K
13,4,11,8,2,3,0,4,0,33,<=50K
6,4,9,12,4,12,1,4,1,38,<=50K
59,0,15,9,6,0,4,4,1,38,<=50K
14,4,11,8,4,10,3,4,0,38,<=50K
38,4,15,9,2,3,0,2,0,38,<=50K
7,4,15,9,2,3,0,4,0,38,<=50K
8,7,11,8,4,10,1,4,0,38,<=50K
2,4,11,8,4,12,3,4,0,48,<=50K
16,2,15,9,2,11,0,4,0,38,<=50K
26,5,11,8,0,3,4,4,0,48,<=50K
25,4,0,5,2,7,0,4,0,38,<=50K
3,4,15,9,4,12,3,2,0,42,<=50K
0,4,1,6,4,6,3,4,0,15,<=50K
4,4,11,8,4,1,3,4,0,38,<=50K
28,4,1,6,2,3,0,4,0,38,<=50K
7,4,1,6,4,7,4,4,1,38,<=50K
4,7,7,11,4,13,3,4,0,9,<=50K
43,4,7,11,2,1,0,4,0,38,<=50K
16,4,9,12,2,12,0,4,0,53,>50K
22,4,9,12,2,10,0,4,0,48,>50K
11,4,9,12,4,10,3,4,1,14,<=50K
14,4,11,8,2,1,5,4,1,26,<=50K
8,7,9,12,4,11,1,2,0,38,<=50K
25,5,10,15,2,10,0,4,0,58,>50K
17,4,11,8,5,1,4,4,1,38,<=50K
27,4,9,12,2,4,0,4,0,38,<=50K
22,4,9,12,2,10,0,4,0,38,<=50K
7,4,15,9,4,1,1,4,1,38,<=50K
10,2,11,8,4,3,4,2,0,38,<=50K
61,0,11,8,6,0,1,4,1,0,<=50K
15,4,11,8,0,1,4,4,0,38,<=50K
20,4,5,3,0,4,1,4,0,48,<=50K
19,4,15,9,0,10,1,4,0,38,<=50K
26,4,7,11,2,12,0,2,0,58,<=50K
37,2,15,9,2,14,0,2,0,28,<=50K
39,4,6,4,2,14,0,2,0,38,<=50K
19,4,5,3,2,5,0,4,0,33,<=50K
38,6,11,8,6,12,1,4,0,38,<=50K
3,7,15,9,4,1,3,4,1,9,<=50K
27,7,1,6,5,13,1,2,0,38,<=50K
26,4,11,8,2,3,0,4,0,38,<=50K
7,0,6,4,4,0,3,4,1,19,<=50K
3,4,15,9,4,1,3,4,1,27,<=50K
36,6,6,4,2,5,0,4,0,65,<=50K
42,4,15,9,0,10,4,4,0,38,<=50K
9,4,1,6,4,5,1,4,0,48,<=50K
13,4,11,8,5,1,4,4,1,38,<=50K
14,4,12,13,4,4,1,4,0,38,<=50K
7,4,9,12,4,12,3,4,1,38,<=50K
19,4,9,12,2,4,0,4,0,48,<=50K
57,0,5,3,2,0,0,4,0,1,<=50K
23,4,9,12,2,1,0,4,0,38,<=50K
32,4,9,12,4,4,1,4,0,38,<=50K
15,7,11,8,2,11,0,4,0,43,<=50K
22,4,9,12,2,12,0,4,0,48,>50K
11,2,9,12,4,10,1,4,1,48,<=50K
18,4,7,11,2,8,5,4,1,33,<=50K
20,1,8,10,5,1,1,2,0,38,<=50K
6,4,11,8,0,8,3,4,1,9,<=50K
11,4,11,8,2,12,0,4,0,38,<=50K
24,4,9,12,2,1,0,4,0,38,<=50K
43,4,11,8,2,14,0,4,0,58,<=50K
20,4,11,8,2,3,0,4,0,43,<=50K
7,4,11,8,4,6,2,2,0,38,<=50K
29,6,11,8,2,12,0,4,0,48,<=50K
19,4,7,11,0,13,1,4,1,58,>50K
15,4,9,12,4,10,1,4,1,48,<=50K
2,4,11,8,4,12,4,2,1,19,<=50K
1,4,1,6,4,8,4,4,1,27,<=50K
30,4,8,10,0,10,1,4,1,38,<=50K
34,4,9,12,2,5,0,4,0,38,>50K
43,0,11,8,0,0,1,4,1,38,<=50K
31,5,12,13,3,12,1,1,0,48,<=50K
32,4,4,2,4,7,1,4,0,43,<=50K
13,4,7,11,2,10,0,4,0,38,<=50K
15,4,7,11,2,4,5,4,1,38,<=50K
9,4,11,8,0,7,1,4,0,38,<=50K
9,4,15,9,4,14,1,4,0,48,<=50K
28,4,9,12,0,12,1,4,0,58,<=50K
21,6,9,12,2,8,0,4,0,9,<=50K
2,4,5,3,4,14,4,4,0,24,<=50K
21,4,7,11,2,13,0,4,0,38,<=50K
9,7,14,14,4,10,1,1,0,48,<=50K
18,4,15,9,4,7,1,2,1,28,<=50K
27,4,15,9,2,3,0,4,0,53,<=50K
13,4,8,10,4,10,1,4,0,38,<=50K
5,4,15,9,4,12,1,4,0,19,<=50K
41,1,9,12,5,10,1,4,0,38,<=50K
21,1,15,9,0,4,4,4,1,36,<=50K
36,5,11,8,2,3,0,4,0,43,<=50K
36,2,11,8,2,4,0,4,0,58,<=50K
2,4,0,5,4,6,2,4,0,43,<=50K
10,4,15,9,3,12,1,4,1,24,<=50K
43,1,11,8,4,1,1,2,1,38,<=50K
16,6,15,9,2,3,0,4,0,48,<=50K
6,4,11,8,4,3,3,4,0,38,<=50K
21,4,15,9,2,3,0,4,0,38,<=50K
29,4,6,4,2,7,5,4,1,38,<=50K
26,4,11,8,0,5,1,2,0,38,<=50K
2,4,8,10,4,10,3,4,1,38,<=50K
11,4,15,9,4,13,1,4,1,38,<=50K
10,6,11,8,0,14,1,4,0,65,<=50K
0,4,1,6,4,6,3,4,0,11,<=50K
48,4,11,8,0,8,1,4,0,24,<=50K
18,4,15,9,2,3,0,2,0,48,<=50K
33,4,12,13,3,10,2,4,0,58,>50K
16,4,11,8,0,8,4,4,1,30,<=50K
24,4,11,8,2,3,0,4,0,38,<=50K
8,4,11,8,4,3,1,4,0,38,<=50K
46,4,1,6,2,12,0,4,0,21,<=50K
14,7,15,9,4,13,1,4,0,12,<=50K
17,4,15,9,2,3,0,1,0,38,<=50K
18,7,11,8,2,11,0,2,0,38,<=50K
31,4,6,4,2,7,0,4,0,38,<=50K
21,4,15,9,0,4,1,4,0,48,<=50K
11,4,15,9,4,8,1,4,1,28,<=50K
34,6,7,11,0,4,4,4,1,79,<=50K
5,4,15,9,4,14,3,4,0,24,<=50K
21,0,1,6,4,0,1,4,1,30,<=50K
11,4,11,8,2,3,0,4,0,38,<=50K
26,4,5,3,2,7,0,4,0,38,<=50K
16,6,1,6,2,3,0,4,0,48,<=50K
20,4,9,12,4,10,1,4,0,38,<=50K
